id,item,kind,judgment,presentation,participants,items
14,10,idiom_scrambled,4,text,50,16
15,10,idiom_scrambled,1,text,50,16
17,10,idiom_scrambled,3,text,50,16
19,10,idiom_scrambled,5,text,50,16
21,10,idiom_scrambled,7,text,50,16
23,10,idiom_scrambled,7,text,50,16
25,10,idiom_scrambled,4,text,50,16
2,11,idiom_scrambled,7,text,50,16
4,11,idiom_scrambled,7,text,50,16
6,11,idiom_scrambled,6,text,50,16
9,11,idiom_scrambled,6,text,50,16
11,11,idiom_scrambled,7,text,50,16
13,11,idiom_scrambled,7,text,50,16
16,11,idiom_scrambled,6,text,50,16
18,11,idiom_scrambled,7,text,50,16
20,11,idiom_scrambled,7,text,50,16
22,11,idiom_scrambled,7,text,50,16
24,11,idiom_scrambled,7,text,50,16
26,11,idiom_scrambled,6,text,50,16
1,12,idiom_scrambled,7,text,50,16
3,12,idiom_scrambled,5,text,50,16
5,12,idiom_scrambled,1,text,50,16
8,12,idiom_scrambled,3,text,50,16
10,12,idiom_scrambled,2,text,50,16
12,12,idiom_scrambled,6,text,50,16
14,12,idiom_scrambled,6,text,50,16
15,12,idiom_scrambled,6,text,50,16
17,12,idiom_scrambled,5,text,50,16
19,12,idiom_scrambled,3,text,50,16
21,12,idiom_scrambled,3,text,50,16
23,12,idiom_scrambled,7,text,50,16
25,12,idiom_scrambled,4,text,50,16
2,13,idiom_scrambled,2,text,50,16
4,13,idiom_scrambled,2,text,50,16
6,13,idiom_scrambled,6,text,50,16
9,13,idiom_scrambled,4,text,50,16
11,13,idiom_scrambled,5,text,50,16
13,13,idiom_scrambled,3,text,50,16
16,13,idiom_scrambled,1,text,50,16
18,13,idiom_scrambled,5,text,50,16
20,13,idiom_scrambled,2,text,50,16
22,13,idiom_scrambled,5,text,50,16
24,13,idiom_scrambled,2,text,50,16
26,13,idiom_scrambled,3,text,50,16
1,14,idiom_scrambled,7,text,50,16
3,14,idiom_scrambled,1,text,50,16
5,14,idiom_scrambled,2,text,50,16
8,14,idiom_scrambled,3,text,50,16
10,14,idiom_scrambled,2,text,50,16
12,14,idiom_scrambled,6,text,50,16
14,14,idiom_scrambled,5,text,50,16
15,14,idiom_scrambled,1,text,50,16
17,14,idiom_scrambled,1,text,50,16
19,14,idiom_scrambled,2,text,50,16
21,14,idiom_scrambled,3,text,50,16
23,14,idiom_scrambled,5,text,50,16
25,14,idiom_scrambled,4,text,50,16
2,15,idiom_scrambled,4,text,50,16
4,15,idiom_scrambled,7,text,50,16
6,15,idiom_scrambled,3,text,50,16
9,15,idiom_scrambled,5,text,50,16
11,15,idiom_scrambled,6,text,50,16
13,15,idiom_scrambled,7,text,50,16
16,15,idiom_scrambled,2,text,50,16
18,15,idiom_scrambled,2,text,50,16
20,15,idiom_scrambled,6,text,50,16
22,15,idiom_scrambled,7,text,50,16
24,15,idiom_scrambled,4,text,50,16
26,15,idiom_scrambled,5,text,50,16
1,16,idiom_scrambled,7,text,50,16
3,16,idiom_scrambled,3,text,50,16
5,16,idiom_scrambled,3,text,50,16
7,16,idiom_scrambled,1,text,50,16
8,16,idiom_scrambled,4,text,50,16
10,16,idiom_scrambled,3,text,50,16
12,16,idiom_scrambled,5,text,50,16
14,16,idiom_scrambled,5,text,50,16
15,16,idiom_scrambled,1,text,50,16
17,16,idiom_scrambled,2,text,50,16
19,16,idiom_scrambled,3,text,50,16
21,16,idiom_scrambled,5,text,50,16
23,16,idiom_scrambled,6,text,50,16
25,16,idiom_scrambled,7,text,50,16
27,14,idiom_scrambled,5,text,50,16
27,16,idiom_scrambled,5,text,50,16
27,4,idiom_scrambled,1,text,50,16
27,2,idiom_scrambled,7,text,50,16
27,12,idiom_scrambled,1,text,50,16
27,8,idiom_scrambled,7,text,50,16
27,10,idiom_scrambled,7,text,50,16
27,6,idiom_scrambled,7,text,50,16
28,1,idiom_scrambled,3,text,50,16
28,7,idiom_scrambled,4,text,50,16
28,9,idiom_scrambled,2,text,50,16
28,5,idiom_scrambled,5,text,50,16
28,15,idiom_scrambled,5,text,50,16
28,13,idiom_scrambled,2,text,50,16
28,11,idiom_scrambled,5,text,50,16
28,3,idiom_scrambled,6,text,50,16
29,14,idiom_scrambled,5,text,50,16
29,16,idiom_scrambled,4,text,50,16
29,10,idiom_scrambled,4,text,50,16
29,8,idiom_scrambled,7,text,50,16
29,6,idiom_scrambled,4,text,50,16
29,2,idiom_scrambled,6,text,50,16
29,12,idiom_scrambled,1,text,50,16
29,4,idiom_scrambled,7,text,50,16
30,15,idiom_scrambled,1,text,50,16
30,1,idiom_scrambled,3,text,50,16
30,9,idiom_scrambled,6,text,50,16
30,13,idiom_scrambled,3,text,50,16
30,7,idiom_scrambled,3,text,50,16
30,11,idiom_scrambled,6,text,50,16
30,5,idiom_scrambled,5,text,50,16
30,3,idiom_scrambled,4,text,50,16
31,6,idiom_scrambled,3,text,50,16
31,14,idiom_scrambled,1,text,50,16
31,10,idiom_scrambled,2,text,50,16
31,8,idiom_scrambled,2,text,50,16
31,16,idiom_scrambled,1,text,50,16
31,12,idiom_scrambled,3,text,50,16
31,2,idiom_scrambled,3,text,50,16
31,4,idiom_scrambled,3,text,50,16
32,3,idiom_scrambled,5,text,50,16
32,9,idiom_scrambled,4,text,50,16
32,7,idiom_scrambled,6,text,50,16
32,13,idiom_scrambled,3,text,50,16
32,5,idiom_scrambled,5,text,50,16
32,15,idiom_scrambled,5,text,50,16
32,11,idiom_scrambled,5,text,50,16
32,1,idiom_scrambled,4,text,50,16
33,12,idiom_scrambled,5,text,50,16
33,14,idiom_scrambled,3,text,50,16
33,2,idiom_scrambled,7,text,50,16
33,10,idiom_scrambled,5,text,50,16
33,16,idiom_scrambled,2,text,50,16
33,6,idiom_scrambled,4,text,50,16
33,4,idiom_scrambled,2,text,50,16
33,8,idiom_scrambled,5,text,50,16
34,1,idiom_scrambled,7,text,50,16
34,7,idiom_scrambled,7,text,50,16
34,11,idiom_scrambled,5,text,50,16
34,13,idiom_scrambled,5,text,50,16
34,9,idiom_scrambled,5,text,50,16
34,5,idiom_scrambled,5,text,50,16
34,3,idiom_scrambled,6,text,50,16
34,15,idiom_scrambled,6,text,50,16
35,16,idiom_scrambled,4,text,50,16
35,4,idiom_scrambled,6,text,50,16
35,12,idiom_scrambled,1,text,50,16
35,10,idiom_scrambled,1,text,50,16
35,8,idiom_scrambled,4,text,50,16
35,2,idiom_scrambled,7,text,50,16
35,6,idiom_scrambled,7,text,50,16
35,14,idiom_scrambled,1,text,50,16
36,9,idiom_scrambled,4,text,50,16
36,11,idiom_scrambled,2,text,50,16
36,3,idiom_scrambled,4,text,50,16
36,15,idiom_scrambled,5,text,50,16
36,7,idiom_scrambled,3,text,50,16
36,13,idiom_scrambled,3,text,50,16
36,5,idiom_scrambled,6,text,50,16
36,1,idiom_scrambled,5,text,50,16
37,8,idiom_scrambled,2,text,50,16
37,14,idiom_scrambled,3,text,50,16
37,2,idiom_scrambled,3,text,50,16
37,16,idiom_scrambled,1,text,50,16
37,4,idiom_scrambled,1,text,50,16
37,6,idiom_scrambled,6,text,50,16
37,10,idiom_scrambled,3,text,50,16
37,12,idiom_scrambled,4,text,50,16
38,13,idiom_scrambled,2,text,50,16
38,5,idiom_scrambled,7,text,50,16
38,9,idiom_scrambled,4,text,50,16
38,15,idiom_scrambled,2,text,50,16
38,7,idiom_scrambled,6,text,50,16
38,3,idiom_scrambled,6,text,50,16
38,1,idiom_scrambled,6,text,50,16
38,11,idiom_scrambled,5,text,50,16
39,6,idiom_scrambled,7,text,50,16
39,10,idiom_scrambled,6,text,50,16
39,8,idiom_scrambled,2,text,50,16
39,12,idiom_scrambled,4,text,50,16
39,2,idiom_scrambled,5,text,50,16
39,4,idiom_scrambled,4,text,50,16
39,16,idiom_scrambled,2,text,50,16
39,14,idiom_scrambled,4,text,50,16
40,3,idiom_scrambled,7,text,50,16
40,11,idiom_scrambled,6,text,50,16
40,13,idiom_scrambled,5,text,50,16
40,15,idiom_scrambled,6,text,50,16
40,5,idiom_scrambled,6,text,50,16
40,9,idiom_scrambled,5,text,50,16
40,7,idiom_scrambled,4,text,50,16
40,1,idiom_scrambled,5,text,50,16
41,4,idiom_scrambled,7,text,50,16
41,12,idiom_scrambled,3,text,50,16
41,2,idiom_scrambled,7,text,50,16
41,6,idiom_scrambled,6,text,50,16
41,8,idiom_scrambled,2,text,50,16
41,10,idiom_scrambled,1,text,50,16
41,16,idiom_scrambled,3,text,50,16
41,14,idiom_scrambled,3,text,50,16
42,3,idiom_scrambled,7,text,50,16
42,5,idiom_scrambled,7,text,50,16
42,11,idiom_scrambled,6,text,50,16
42,7,idiom_scrambled,5,text,50,16
42,13,idiom_scrambled,7,text,50,16
42,9,idiom_scrambled,6,text,50,16
42,1,idiom_scrambled,7,text,50,16
42,15,idiom_scrambled,7,text,50,16
43,4,idiom_scrambled,2,text,50,16
43,2,idiom_scrambled,4,text,50,16
43,12,idiom_scrambled,2,text,50,16
43,16,idiom_scrambled,2,text,50,16
43,8,idiom_scrambled,7,text,50,16
43,10,idiom_scrambled,3,text,50,16
43,14,idiom_scrambled,2,text,50,16
43,6,idiom_scrambled,6,text,50,16
44,1,idiom_scrambled,6,text,50,16
44,11,idiom_scrambled,6,text,50,16
44,15,idiom_scrambled,2,text,50,16
44,5,idiom_scrambled,2,text,50,16
44,13,idiom_scrambled,1,text,50,16
44,7,idiom_scrambled,3,text,50,16
44,9,idiom_scrambled,6,text,50,16
44,3,idiom_scrambled,7,text,50,16
45,8,idiom_scrambled,6,text,50,16
45,4,idiom_scrambled,4,text,50,16
45,6,idiom_scrambled,5,text,50,16
45,16,idiom_scrambled,3,text,50,16
45,10,idiom_scrambled,7,text,50,16
45,2,idiom_scrambled,6,text,50,16
45,14,idiom_scrambled,4,text,50,16
45,12,idiom_scrambled,5,text,50,16
46,15,idiom_scrambled,4,text,50,16
46,3,idiom_scrambled,7,text,50,16
46,5,idiom_scrambled,5,text,50,16
46,9,idiom_scrambled,6,text,50,16
46,13,idiom_scrambled,6,text,50,16
46,11,idiom_scrambled,5,text,50,16
46,7,idiom_scrambled,4,text,50,16
46,1,idiom_scrambled,6,text,50,16
47,14,idiom_scrambled,5,text,50,16
47,6,idiom_scrambled,6,text,50,16
47,2,idiom_scrambled,7,text,50,16
47,8,idiom_scrambled,7,text,50,16
47,10,idiom_scrambled,7,text,50,16
47,12,idiom_scrambled,3,text,50,16
47,4,idiom_scrambled,4,text,50,16
47,16,idiom_scrambled,5,text,50,16
48,1,idiom_scrambled,6,text,50,16
48,5,idiom_scrambled,6,text,50,16
48,13,idiom_scrambled,6,text,50,16
48,7,idiom_scrambled,6,text,50,16
48,15,idiom_scrambled,7,text,50,16
48,3,idiom_scrambled,7,text,50,16
48,11,idiom_scrambled,6,text,50,16
48,9,idiom_scrambled,6,text,50,16
49,12,idiom_scrambled,2,text,50,16
49,10,idiom_scrambled,4,text,50,16
49,6,idiom_scrambled,7,text,50,16
49,4,idiom_scrambled,5,text,50,16
49,16,idiom_scrambled,5,text,50,16
49,2,idiom_scrambled,4,text,50,16
49,14,idiom_scrambled,2,text,50,16
49,8,idiom_scrambled,5,text,50,16
50,11,idiom_scrambled,5,text,50,16
50,1,idiom_scrambled,7,text,50,16
50,3,idiom_scrambled,7,text,50,16
50,7,idiom_scrambled,7,text,50,16
50,15,idiom_scrambled,4,text,50,16
50,9,idiom_scrambled,7,text,50,16
50,5,idiom_scrambled,7,text,50,16
50,13,idiom_scrambled,2,text,50,16
