id,item,kind,judgment,presentation,participants,items
23,7,belief_erinnern,2,text,50,18
26,7,belief_erinnern,2,text,50,18
1,8,belief_erinnern,7,text,50,18
4,8,belief_erinnern,6,text,50,18
7,8,belief_erinnern,4,text,50,18
8,8,belief_erinnern,5,text,50,18
11,8,belief_erinnern,7,text,50,18
14,8,belief_erinnern,5,text,50,18
15,8,belief_erinnern,6,text,50,18
18,8,belief_erinnern,6,text,50,18
21,8,belief_erinnern,6,text,50,18
24,8,belief_erinnern,2,text,50,18
2,9,belief_erinnern,3,text,50,18
5,9,belief_erinnern,7,text,50,18
9,9,belief_erinnern,5,text,50,18
12,9,belief_erinnern,5,text,50,18
16,9,belief_erinnern,5,text,50,18
19,9,belief_erinnern,1,text,50,18
22,9,belief_erinnern,4,text,50,18
25,9,belief_erinnern,3,text,50,18
3,10,belief_erinnern,4,text,50,18
6,10,belief_erinnern,6,text,50,18
10,10,belief_erinnern,6,text,50,18
13,10,belief_erinnern,5,text,50,18
17,10,belief_erinnern,2,text,50,18
20,10,belief_erinnern,2,text,50,18
23,10,belief_erinnern,2,text,50,18
26,10,belief_erinnern,4,text,50,18
1,11,belief_erinnern,2,text,50,18
4,11,belief_erinnern,3,text,50,18
7,11,belief_erinnern,1,text,50,18
8,11,belief_erinnern,6,text,50,18
11,11,belief_erinnern,4,text,50,18
14,11,belief_erinnern,5,text,50,18
15,11,belief_erinnern,7,text,50,18
18,11,belief_erinnern,6,text,50,18
21,11,belief_erinnern,3,text,50,18
24,11,belief_erinnern,2,text,50,18
2,12,belief_erinnern,2,text,50,18
5,12,belief_erinnern,1,text,50,18
9,12,belief_erinnern,2,text,50,18
12,12,belief_erinnern,1,text,50,18
16,12,belief_erinnern,1,text,50,18
19,12,belief_erinnern,2,text,50,18
22,12,belief_erinnern,2,text,50,18
25,12,belief_erinnern,3,text,50,18
3,13,belief_erinnern,5,text,50,18
6,13,belief_erinnern,5,text,50,18
10,13,belief_erinnern,4,text,50,18
13,13,belief_erinnern,7,text,50,18
17,13,belief_erinnern,3,text,50,18
20,13,belief_erinnern,4,text,50,18
23,13,belief_erinnern,3,text,50,18
26,13,belief_erinnern,3,text,50,18
1,14,belief_erinnern,5,text,50,18
4,14,belief_erinnern,7,text,50,18
7,14,belief_erinnern,5,text,50,18
8,14,belief_erinnern,6,text,50,18
11,14,belief_erinnern,6,text,50,18
14,14,belief_erinnern,3,text,50,18
15,14,belief_erinnern,1,text,50,18
18,14,belief_erinnern,7,text,50,18
21,14,belief_erinnern,6,text,50,18
24,14,belief_erinnern,2,text,50,18
2,15,belief_erinnern,4,text,50,18
5,15,belief_erinnern,3,text,50,18
9,15,belief_erinnern,5,text,50,18
12,15,belief_erinnern,3,text,50,18
16,15,belief_erinnern,5,text,50,18
19,15,belief_erinnern,4,text,50,18
22,15,belief_erinnern,6,text,50,18
25,15,belief_erinnern,5,text,50,18
3,16,belief_erinnern,6,text,50,18
6,16,belief_erinnern,7,text,50,18
10,16,belief_erinnern,5,text,50,18
13,16,belief_erinnern,7,text,50,18
17,16,belief_erinnern,4,text,50,18
20,16,belief_erinnern,4,text,50,18
23,16,belief_erinnern,5,text,50,18
26,16,belief_erinnern,5,text,50,18
1,17,belief_erinnern,3,text,50,18
4,17,belief_erinnern,5,text,50,18
8,17,belief_erinnern,6,text,50,18
11,17,belief_erinnern,7,text,50,18
14,17,belief_erinnern,3,text,50,18
15,17,belief_erinnern,5,text,50,18
18,17,belief_erinnern,1,text,50,18
21,17,belief_erinnern,2,text,50,18
24,17,belief_erinnern,1,text,50,18
2,18,belief_erinnern,3,text,50,18
5,18,belief_erinnern,7,text,50,18
9,18,belief_erinnern,4,text,50,18
12,18,belief_erinnern,5,text,50,18
16,18,belief_erinnern,2,text,50,18
19,18,belief_erinnern,5,text,50,18
22,18,belief_erinnern,5,text,50,18
25,18,belief_erinnern,4,text,50,18
27,17,belief_erinnern,7,text,50,18
27,8,belief_erinnern,5,text,50,18
27,5,belief_erinnern,3,text,50,18
27,2,belief_erinnern,5,text,50,18
27,14,belief_erinnern,6,text,50,18
27,11,belief_erinnern,7,text,50,18
28,6,belief_erinnern,2,text,50,18
28,12,belief_erinnern,2,text,50,18
28,9,belief_erinnern,1,text,50,18
28,18,belief_erinnern,2,text,50,18
28,3,belief_erinnern,2,text,50,18
28,15,belief_erinnern,2,text,50,18
29,7,belief_erinnern,2,text,50,18
29,1,belief_erinnern,7,text,50,18
29,10,belief_erinnern,6,text,50,18
29,4,belief_erinnern,4,text,50,18
29,16,belief_erinnern,4,text,50,18
29,13,belief_erinnern,3,text,50,18
30,8,belief_erinnern,5,text,50,18
30,14,belief_erinnern,5,text,50,18
30,17,belief_erinnern,4,text,50,18
30,5,belief_erinnern,6,text,50,18
30,11,belief_erinnern,3,text,50,18
30,2,belief_erinnern,6,text,50,18
31,18,belief_erinnern,3,text,50,18
31,3,belief_erinnern,1,text,50,18
31,9,belief_erinnern,1,text,50,18
31,12,belief_erinnern,1,text,50,18
31,6,belief_erinnern,3,text,50,18
31,15,belief_erinnern,2,text,50,18
32,7,belief_erinnern,3,text,50,18
32,13,belief_erinnern,3,text,50,18
32,10,belief_erinnern,4,text,50,18
32,4,belief_erinnern,5,text,50,18
32,1,belief_erinnern,4,text,50,18
32,16,belief_erinnern,4,text,50,18
33,5,belief_erinnern,5,text,50,18
33,8,belief_erinnern,6,text,50,18
33,17,belief_erinnern,4,text,50,18
33,11,belief_erinnern,5,text,50,18
33,14,belief_erinnern,6,text,50,18
33,2,belief_erinnern,3,text,50,18
34,18,belief_erinnern,7,text,50,18
34,12,belief_erinnern,7,text,50,18
34,9,belief_erinnern,7,text,50,18
34,15,belief_erinnern,7,text,50,18
34,3,belief_erinnern,7,text,50,18
34,6,belief_erinnern,7,text,50,18
35,4,belief_erinnern,1,text,50,18
35,1,belief_erinnern,1,text,50,18
35,16,belief_erinnern,1,text,50,18
35,10,belief_erinnern,1,text,50,18
35,7,belief_erinnern,2,text,50,18
35,13,belief_erinnern,2,text,50,18
36,8,belief_erinnern,7,text,50,18
36,2,belief_erinnern,5,text,50,18
36,14,belief_erinnern,7,text,50,18
36,17,belief_erinnern,2,text,50,18
36,5,belief_erinnern,6,text,50,18
36,11,belief_erinnern,4,text,50,18
37,9,belief_erinnern,3,text,50,18
37,12,belief_erinnern,3,text,50,18
37,18,belief_erinnern,3,text,50,18
37,3,belief_erinnern,2,text,50,18
37,6,belief_erinnern,3,text,50,18
37,15,belief_erinnern,6,text,50,18
38,16,belief_erinnern,6,text,50,18
38,4,belief_erinnern,5,text,50,18
38,13,belief_erinnern,5,text,50,18
38,10,belief_erinnern,6,text,50,18
38,7,belief_erinnern,6,text,50,18
38,1,belief_erinnern,7,text,50,18
39,11,belief_erinnern,4,text,50,18
39,14,belief_erinnern,5,text,50,18
39,2,belief_erinnern,6,text,50,18
39,5,belief_erinnern,5,text,50,18
39,8,belief_erinnern,3,text,50,18
39,17,belief_erinnern,3,text,50,18
40,15,belief_erinnern,5,text,50,18
40,3,belief_erinnern,6,text,50,18
40,18,belief_erinnern,3,text,50,18
40,9,belief_erinnern,2,text,50,18
40,12,belief_erinnern,6,text,50,18
40,6,belief_erinnern,6,text,50,18
41,13,belief_erinnern,5,text,50,18
41,16,belief_erinnern,5,text,50,18
41,4,belief_erinnern,6,text,50,18
41,10,belief_erinnern,5,text,50,18
41,1,belief_erinnern,6,text,50,18
41,7,belief_erinnern,4,text,50,18
42,2,belief_erinnern,2,text,50,18
42,11,belief_erinnern,2,text,50,18
42,5,belief_erinnern,4,text,50,18
42,17,belief_erinnern,2,text,50,18
42,14,belief_erinnern,5,text,50,18
42,8,belief_erinnern,7,text,50,18
43,15,belief_erinnern,4,text,50,18
43,6,belief_erinnern,4,text,50,18
43,12,belief_erinnern,1,text,50,18
43,9,belief_erinnern,3,text,50,18
43,3,belief_erinnern,2,text,50,18
43,18,belief_erinnern,2,text,50,18
44,16,belief_erinnern,7,text,50,18
44,1,belief_erinnern,4,text,50,18
44,4,belief_erinnern,6,text,50,18
44,10,belief_erinnern,7,text,50,18
44,13,belief_erinnern,6,text,50,18
44,7,belief_erinnern,4,text,50,18
45,2,belief_erinnern,3,text,50,18
45,14,belief_erinnern,5,text,50,18
45,11,belief_erinnern,3,text,50,18
45,17,belief_erinnern,5,text,50,18
45,8,belief_erinnern,4,text,50,18
45,5,belief_erinnern,5,text,50,18
46,6,belief_erinnern,4,text,50,18
46,3,belief_erinnern,1,text,50,18
46,15,belief_erinnern,5,text,50,18
46,9,belief_erinnern,5,text,50,18
46,12,belief_erinnern,3,text,50,18
46,18,belief_erinnern,4,text,50,18
47,13,belief_erinnern,2,text,50,18
47,7,belief_erinnern,2,text,50,18
47,10,belief_erinnern,2,text,50,18
47,16,belief_erinnern,6,text,50,18
47,1,belief_erinnern,2,text,50,18
47,4,belief_erinnern,3,text,50,18
48,11,belief_erinnern,3,text,50,18
48,5,belief_erinnern,3,text,50,18
48,17,belief_erinnern,3,text,50,18
48,14,belief_erinnern,2,text,50,18
48,2,belief_erinnern,2,text,50,18
48,8,belief_erinnern,1,text,50,18
49,15,belief_erinnern,3,text,50,18
49,6,belief_erinnern,2,text,50,18
49,3,belief_erinnern,4,text,50,18
49,18,belief_erinnern,5,text,50,18
49,12,belief_erinnern,2,text,50,18
49,9,belief_erinnern,3,text,50,18
50,1,belief_erinnern,4,text,50,18
50,7,belief_erinnern,1,text,50,18
50,10,belief_erinnern,1,text,50,18
50,13,belief_erinnern,1,text,50,18
50,4,belief_erinnern,1,text,50,18
50,16,belief_erinnern,2,text,50,18
